
 Lista de Imóveis da Caixa;;Data de geração:;24/03/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 1444400794139 ;RJ ;RIO DAS OSTRAS ;COSTAZUL ;AV DOS BANDEIRANTES, N. 3484, Apto 102, BL I ;231.508,48;231.508,48;0.00;Não;Apartamento, 0.00 de área total, 0.01 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400794139
 1444407749465 ;RJ ;RIO DAS OSTRAS ;LOTEAMENTO EXTENSAO DO SERRAMAR ;RUA 17, N. 397, CS 2 QD10 LT14 ;317.000,00;317.000,00;0.00;Não;Casa, 95.60 de área total, 95.60 de área privativa, 392.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407749465
 1444420308981 ;RJ ;RIO DAS OSTRAS ;COSTAZUL ;AVENIDA GOVERNADOR ROBERTO SILVEIRA, N. 883, Apto 01, LT30-A QDA-08 COBERTURA ;1.200.000,00;1.200.000,00;0.00;Não;Apartamento, 180.06 de área total, 152.31 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420308981
 8787715345641 ;RJ ;RIO DAS OSTRAS ;ATLANTICA ;RUA DOUTOR RICARDO BARTELEGA, N. 299, Apto 301, BL 18 VAGA 585 ;200.000,00;200.000,00;0.00;Não;Apartamento, 41.93 de área total, 41.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715345641
 1444403648982 ;RJ ;RIO DAS OSTRAS ;CIDADE PRAIANA ; RUA RIO DE JANEIRO, N. SN, LT 14 QD 26 ;167.699,11;160.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403648982
 1444404120116 ;RJ ;RIO DAS OSTRAS ;ENSEADA DAS GAIVOTAS ;AVENIDA LUIZ VIANA FILHO, N. 95, Apto 201, 2º PAV ;206.315,91;190.000,00;0.00;Não;Apartamento, 56.08 de área total, 56.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404120116
 1444407743220 ;RJ ;RIO DAS OSTRAS ;RECANTO ;RUA VINICIUS DE MORAES, N. 955, Apto 103,  LT117-F ;351.140,56;205.000,00;0.00;Não;Apartamento, 53.74 de área total, 53.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407743220
 8444407284789 ;RJ ;RIO DE JANEIRO ;DEODORO ;AVENIDA SARGENTO ISANOR DE CAMPOS, N. 525, Apto 201, BL 08 ;10.773,45;107.734,56;90.01;Não;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407284789
 8444403894574 ;RJ ;RIO DE JANEIRO ;BANGU ;R ELMO CORREA, N. 98, CS 02 ;22.800,00;228.000,00;90.00;Não;Casa, 0.00 de área total, 106.20 de área privativa, 128.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403894574
 8444408110482 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 308, BL 07, LT 1, QD 01 ;12.500,00;125.000,00;90.00;Não;Apartamento, 46.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408110482
 8444413606822 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 112, BL 01 ;11.000,00;110.000,00;90.00;Não;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413606822
 8444423062396 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA OSVALDO ORICO, N. 63, Apto 203, BL 02 ;11.200,00;112.000,00;90.00;Não;Apartamento, 44.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423062396
 8444423118979 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 102, BL 07 ;13.400,00;134.000,00;90.00;Não;Apartamento, 46.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423118979
 8444423218426 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 311, BL 2 ;14.400,00;144.000,00;90.00;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423218426
 8444423288467 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 204, BL 02 COND RES COLINAS DO RETIRO ;13.200,00;132.000,00;90.00;Não;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423288467
 8444423562143 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 108, BL 06 (ANTIGA RUA PROJETADA A) ;11.400,00;114.000,00;90.00;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423562143
 8444423564235 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHÃES, N. 215, Apto 109, QD 02 LT 01 BL 02 ;13.400,00;134.000,00;90.00;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423564235
 8444423709314 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA OSVALDO ORICO, N. 63, Apto 102, QD 03 BL 06 LOT 01 ;10.880,00;108.800,00;90.00;Não;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423709314
 8444423711696 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA OSVALDO ORICO, N. 63, Apto 302, BL 05 QD 03 LT 01 ;13.400,00;134.000,00;90.00;Não;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423711696
 8444424023521 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 103, BL 3 ;11.800,00;118.000,00;90.00;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424023521
 8444424280559 ;RJ ;RIO DE JANEIRO ;BANGU ;EST DO TAQUARAL, N. 100, Apto 312, BL 10 ;12.600,00;126.000,00;90.00;Não;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424280559
 8444425843760 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 310, BL 12 ;12.900,00;129.000,00;90.00;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425843760
 8444426364121 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHÃES, N. 215, Apto 305, BL 03 ;11.500,00;115.000,00;90.00;Não;Apartamento, 45.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426364121
 8444427031762 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 112, BL 02 ;13.600,00;136.000,00;90.00;Não;Apartamento, 49.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427031762
 10152490 ;RJ ;RIO DE JANEIRO ;CENTRO ;RUA DA ASSEMBLEIA, N. 61, SL 1201 - ED VIEIRA DE CASTRO ;118.000,00;1.180.000,00;90.00;Não;Sala, 0.00 de área total, 183.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10152490
 8444407063316 ;RJ ;RIO DE JANEIRO ;DEODORO ;RUA OSMAN LINS, N. 207, Apto 301, BLOCO 08 ;10.500,00;105.000,00;90.00;Não;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407063316
 1444401942972 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;R LAURINDO FILHO, N. 722, Apto 302, BL 02 ;14.000,00;140.000,00;90.00;Não;Apartamento, 0.00 de área total, 53.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401942972
 8444409860965 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 722, Apto 206, BLOCO 04 ;14.000,00;140.000,00;90.00;Não;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409860965
 8444416007962 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA JOAO ELISIO COUTINHO, N. 180, BLOCO 03, CASA 01 ;20.173,91;201.739,10;90.00;Não;Casa, 37.34 de área total, 37.34 de área privativa, 40.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416007962
 8555520339277 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA DANIEL MACHADO NETTO, N. 202A, QD XVI, LT 17 ;12.000,00;120.000,00;90.00;Não;Casa, 0.00 de área total, 42.00 de área privativa, 65.52 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520339277
 8023170007777 ;RJ ;RIO DE JANEIRO ;MADUREIRA ;RUA DELFINA ALVES, N. 614, LOTE 206 ;18.400,00;184.000,00;90.00;Não;Casa, 120.00 de área total, 119.97 de área privativa, 190.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8023170007777
 8021520010600 ;RJ ;RIO DE JANEIRO ;PENHA CIRCULAR ;RUA ANGRA DOS REIS, N. 151, Apto 101, QD 05, LT 922 ;20.700,00;207.000,00;90.00;Não;Apartamento, 0.00 de área total, 73.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8021520010600
 8444408303531 ;RJ ;RIO DE JANEIRO ;PENHA CIRCULAR ;RUA MATURACA, N. 393, Apto 106, BL03 ;12.900,00;129.000,00;90.00;Não;Apartamento, 0.00 de área total, 59.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408303531
 10012200 ;RJ ;RIO DE JANEIRO ;MEIER ;AVENIDA AMARO CAVALCANTI, N. 177, UNIDADE A - ED RIVIERA ;298.000,00;2.980.000,00;90.00;Não;Loja, 0.00 de área total, 850.26 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10012200
 1444401434233 ;RJ ;RIO DE JANEIRO ;BRAS DE PINA ;RUA GUAPORE, N. 484, Apto 201 ;53.834,13;461.000,00;88.33;Não;Apartamento, 0.00 de área total, 206.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401434233
 1444416372972 ;RJ ;RIO DE JANEIRO ;BRAS DE PINA ;RUA ORICA, N. 1270, Apto 101 ;36.084,05;309.000,00;88.33;Não;Apartamento, 0.00 de área total, 93.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416372972
 8444425451110 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 111, BL 1 ;14.915,91;121.000,00;87.68;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425451110
 8444425454470 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 306, BL 01 ;11.471,77;92.000,00;87.54;Não;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425454470
 1170780016486 ;RJ ;RIO DE JANEIRO ;VILA VALQUEIRE ;RUA MATA GRANDE, N. 569, Apto 301 ;64.957,69;508.000,00;87.22;Não;Apartamento, 0.00 de área total, 114.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1170780016486
 8444421959585 ;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 112, BL 04 ;13.552,63;105.000,00;87.10;Não;Apartamento, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421959585
 8444403187576 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 104, BLOCO 04 ;14.118,15;104.000,00;86.43;Não;Apartamento, 40.00 de área total, 40.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 11 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403187576
 8444423369696 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 203, BL 02 LT 01 QD 02 ;16.094,61;113.000,00;85.76;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423369696
 8406470006798 ;RJ ;RIO DE JANEIRO ;PENHA CIRCULAR ;RUA IBICUI, N. 481, Apto 110, BL 02 ;12.111,61;83.642,96;85.52;Não;Apartamento, 36.00 de área total, 36.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8406470006798
 8444405104295 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 486, Apto 406, BL 2 ;12.533,86;83.200,00;84.94;Não;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405104295
 1444407601930 ;RJ ;RIO DE JANEIRO ;ANIL ;ESTRADA CURIPOS, N. SN, LT 24 PA 32347 ;85.789,20;562.000,00;84.74;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 790.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407601930
 8444425566758 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 211, BL 02 ;14.976,40;95.000,00;84.24;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425566758
 1444404016408 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 486, Apto 206, BL 01 ;20.339,03;127.000,00;83.99;Não;Apartamento, 0.00 de área total, 56.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404016408
 8444409779106 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 1003, BLOCO 4, LOTE 2 ;15.391,91;93.200,00;83.49;Não;Apartamento, 35.00 de área total, 35.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409779106
 8444409539156 ;RJ ;RIO DE JANEIRO ;BRAS DE PINA ;RUA VICENTE CANECO, N. 76, Apto 308, BL 02 ;13.591,26;82.000,00;83.43;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409539156
 8444425902529 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA OSVALDO ORICO ANTIGA RUA PROJETADA, N. 63, Apto 204, BL 04 ;23.282,92;138.899,37;83.24;Não;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425902529
 8444410506215 ;RJ ;RIO DE JANEIRO ;BRAS DE PINA ;RUA VICENTE CANECO, N. 76, Apto 106, BL 01 ;20.575,00;121.000,00;83.00;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410506215
 8444403316287 ;RJ ;RIO DE JANEIRO ;PARQUE ANCHIETA ;RUA JURUBEBA, N. 51, Apto SS 1, 0 ;15.269,44;88.179,20;82.69;Não;Apartamento, 0.00 de área total, 35.04 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403316287
 8444403464847 ;RJ ;RIO DE JANEIRO ;PARADA DE LUCAS ;RUA MINISTRO PINTO DA LUZ, N. 75, Apto 203, BL 2 QD B ;24.372,49;139.170,15;82.49;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403464847
 8444402957866 ;RJ ;RIO DE JANEIRO ;PIEDADE ;RUA MONTEIRO VIEIRA, N. 180, CS 01 ;41.586,87;230.000,00;81.92;Não;Casa, 0.00 de área total, 204.00 de área privativa, 287.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402957866
 8555506983741 ;RJ ;RIO DE JANEIRO ;PILARES ;RUA JACAREI, N. 214, CASA 16 APTO 101 ;38.332,24;212.000,00;81.92;Não;Casa, 0.00 de área total, 75.00 de área privativa, 112.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506983741
 1444401389939 ;RJ ;RIO DE JANEIRO ;PARADA DE LUCAS ;RUA IRACU, N. 120, . ;157.351,44;859.000,00;81.69;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 1272.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401389939
 1444404820916 ;RJ ;RIO DE JANEIRO ;CORDOVIL ;ESTRADA DO PORTO VELHO, N. 275, FUNDOS CASA 06 ;26.794,48;140.000,00;80.87;Não;Casa, 0.00 de área total, 35.00 de área privativa, 88.33 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404820916
 8444404454322 ;RJ ;RIO DE JANEIRO ;PARADA DE LUCAS ;RUA MINISTRO PINTO DA LUZ, N. 75, Apto 311, BL 03 ;23.604,10;122.488,00;80.73;Não;Apartamento, 0.00 de área total, 38.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404454322
 8787705547802 ;RJ ;RIO DE JANEIRO ;ANCHIETA ;AVENIDA CHRISOSTOMO PIMENTEL DE OLIVEIRA, N. 1689, Apto 102, 7 ;28.093,48;143.655,30;80.45;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705547802
 8444414752563 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA DORES DO TURVO ANTIGA RUA POJETADA B, N. 170, Apto 1404, BL 01 ;22.133,65;111.000,00;80.06;Não;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414752563
 8444412699185 ;RJ ;RIO DE JANEIRO ;ENGENHEIRO LEAL ;RUA BARBOSA RODRIGUES, N. 307, Apto 126, . ;22.803,96;114.000,00;80.00;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412699185
 8555534632958 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA DONA PLACIDA, N. 30, Apto 510, BL 03 AP 510 ;28.069,95;139.500,00;79.88;Não;Apartamento, 0.00 de área total, 44.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534632958
 8555514796734 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA OSVALDO ORICO, N. 63, Apto 311, BL 01 LT 01 QD 03 ;24.204,20;120.000,00;79.83;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514796734
 8291570001374 ;RJ ;RIO DE JANEIRO ;CAVALCANTI ;RUA LAURINDO FILHO, N. 722, Apto 306, BL 04 ;27.896,52;138.000,00;79.79;Não;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8291570001374
