
 Lista de Imóveis da Caixa;;Data de geração:;03/03/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8555524145272 ;RJ ;MAGE ;CACHOEIRA GRANDE (RIO DO OURO) ;ESTRADA MUNICIP ANTONIO ALEM BERGARA, N. SN, Apto 101, BL 10 ;69.340,62;146.000,00;52.51;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524145272
 8444412420989 ;RJ ;MAGE ;SAO FRANCISCO DO CRUARA (GUIA DE PACOBAI ;RUA  09, N. 131, LT 263F, QD 37 ;69.380,08;144.526,15;52.00;Não;Casa, 0.00 de área total, 51.85 de área privativa, 133.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412420989
 8444410265455 ;RJ ;MAGE ;JARDIM DA PAZ (GUIA DE PACOBAIBA) ;RUA JOSÉ VIEIRA (ANTIGA VINTE E QUATRO), N. 335, CS 02 - ANTIGA QD 83, LT 01 ;68.167,40;142.000,00;52.00;Não;Casa, 0.00 de área total, 53.55 de área privativa, 120.72 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410265455
 1444405636957 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA OITENTA E UM (ESTRADA REAL DE MAUA), N. 655, QD 235 LT 27 ;94.751,02;197.143,94;51.94;Não;Casa, 0.00 de área total, 99.90 de área privativa, 360.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405636957
 8444426257325 ;RJ ;MAGE ;BAIA BRANCA (GUIA DE PACOBAIBA) ;RUA ONZE, N. 430, CASA G Nº 430, LOTE 16, QUADRA 03 ;98.350,55;204.000,00;51.79;Não;Casa, 0.00 de área total, 54.95 de área privativa, 115.72 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426257325
 8444423479467 ;RJ ;MAGE ;PRAIA DE OLARIA GUIA ;RUA DAS AMENDOEIRAS, N. 501, LT 01J QD 30 CS J ;87.344,66;180.000,00;51.48;Não;Casa, 0.00 de área total, 51.85 de área privativa, 133.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423479467
 8444412212529 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA 98, N. 216, LT 02B, QD 234 ;84.418,50;173.405,50;51.32;Não;Casa, 0.00 de área total, 67.25 de área privativa, 375.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412212529
 8444409699692 ;RJ ;MAGE ;JARDIM DA PAZ GUIA D ;AVENIDA ALFREDO BARBOZA CAMARA, N. 312, LT 05QD 81 ;88.228,45;178.725,80;50.64;Não;Casa, 0.00 de área total, 70.20 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409699692
 8444425209564 ;RJ ;MAGE ;JARDIM DA PAZ GUIA D ;ESTRADA REAL DE MAUA, N. 2923, CS 15 ;92.730,51;187.000,00;50.42;Não;Casa, 0.00 de área total, 51.85 de área privativa, 124.64 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425209564
 8444405715065 ;RJ ;MAGE ;BAIRRO MAUA PRAIA CA ;ESTRADA REAL DE MAUA N 107 QD221 LT36B RUA 94 ATUA, N. 107, QD221 LT36B ;89.576,68;179.610,57;50.13;Não;Casa, 0.00 de área total, 66.42 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405715065
 8444413928242 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA NOVENTA E CINCO, N. 162, QD230, LT01B ;79.942,14;160.000,00;50.04;Não;Casa, 0.00 de área total, 76.25 de área privativa, 149.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413928242
 8444413421415 ;RJ ;MAGE ;JARDIM GANDE ;RUA B, N. 738, CS 03QD 18LT 02 ;120.716,89;240.000,00;49.71;Não;Casa, 0.00 de área total, 90.43 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413421415
 8444424686431 ;RJ ;MAGE ;IPIRANGA GUIA DE PAC ;ESTRADA REAL DE MAUA, N. 2923, CS 11 ;93.514,94;185.000,00;49.46;Não;Casa, 0.00 de área total, 51.85 de área privativa, 124.64 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424686431
 8444413025137 ;RJ ;MAGE ;JARDIM DA PAZ (GUIA DE PACOBAIBA) ;RUA VINTE E SEIS, N. 351, QD 81, LT 24A ;119.056,01;234.324,22;49.20;Não;Casa, 0.00 de área total, 84.00 de área privativa, 180.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413025137
 8444400939682 ;RJ ;MAGE ;JD DA PAZ GUIA DE PA ;RUA JUSCELINO KUBITSCHEK, N. 675, . ;84.542,40;166.000,00;49.08;Não;Casa, 0.00 de área total, 66.38 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400939682
 8444416753877 ;RJ ;MAGE ;JARDIM DA PAZ ;ESTRADA DA CRUZ, N. SN, LT 06A QD 243 ;110.086,50;216.000,00;49.04;Não;Casa, 0.00 de área total, 60.99 de área privativa, 180.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416753877
 8444424302714 ;RJ ;MAGE ;IPIRANGA GUIA DE PAC ;ESTRADA REAL DE MAUA, N. 164, CS 01 LT 19 QD 02 ;104.989,90;206.000,00;49.04;Não;Casa, 0.00 de área total, 54.30 de área privativa, 128.12 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424302714
 8444420222805 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA CENTO E UM, N. 341, CS01 ;108.646,58;212.548,32;48.89;Não;Casa, 0.00 de área total, 74.97 de área privativa, 187.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420222805
 8444429109661 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;AVENIDA DOM PEDRO I, N. 343, CASA 08 LT 11A QD 04 ;70.437,97;137.812,05;48.89;Não;Casa, 0.00 de área total, 51.85 de área privativa, 144.45 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429109661
 8444423671708 ;RJ ;MAGE ;LOTEAMENTO JARDIM DA ;AVENIDA PRINCESA ISABEL, N. 194, CASA 02 LOTE 02 QUADRA 03 ;87.075,08;170.000,00;48.78;Não;Casa, 0.00 de área total, 52.93 de área privativa, 140.24 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423671708
 8555517628450 ;RJ ;MAGE ;JD DA PAZ ;RUA DEZESSEIS, N. 572, CS 02 ;80.656,40;156.000,00;48.30;Não;Casa, 0.00 de área total, 73.93 de área privativa, 81.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517628450
 8555514665109 ;RJ ;MAGE ;BOA VISTA ;RUA LM, N. 256, LT 13 QD 31 5 DISTRITO DE MAGE ;100.688,95;194.232,50;48.17;Não;Casa, 0.00 de área total, 70.80 de área privativa, 1200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514665109
 8444413560920 ;RJ ;MAGE ;5 DISTRITO ;RUA VINTE E CINCO, N. 224, CASA 03 QD82 LT12 ;72.622,50;140.000,00;48.13;Não;Casa, 0.00 de área total, 77.14 de área privativa, 69.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413560920
 8444425031080 ;RJ ;MAGE ;LOTEAMENTO PRAIA DA ;RUA DA FRATERNIDADE, N. 654, CASA 05  RUA 8 ;76.253,62;147.000,00;48.13;Não;Casa, 0.00 de área total, 73.55 de área privativa, 56.65 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425031080
 8444427228280 ;RJ ;MAGE ;PRAIA DO IMPERADOR (GUIA DE PACOBAIBA) ;RUA DO FILO, N. SN, CS 02 LT 11 QD 05 ;63.579,17;122.457,89;48.09;Não;Casa, 0.00 de área total, 51.85 de área privativa, 123.40 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427228280
 8444409805565 ;RJ ;MAGE ;IPIRANGA GUIA DE PAC ;RUA DAYSE GOMES DE OLIVEIRA, N. 21, LT 14A QD 08 ;92.648,63;177.000,00;47.66;Não;Casa, 0.00 de área total, 68.12 de área privativa, 142.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409805565
 8444428457585 ;RJ ;MAGE ;JARDIM DA PAZ GUIA D ;RUA OITENTA E NOVE, N. 191, CS 03, LT 7A, QD 218 ;97.358,78;186.000,00;47.66;Não;Casa, 0.00 de área total, 51.85 de área privativa, 136.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428457585
 8444422723518 ;RJ ;MAGE ;LOTEAMENTO JARDIM DA ;RUA VINTE E SEIS, N. 316, QUADRA 86 ;84.635,36;161.000,00;47.44;Não;Casa, 0.00 de área total, 56.14 de área privativa, 64.23 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422723518
 8444427221553 ;RJ ;MAGE ;IPIRANGA GUIA DE PAC ;RUA DONA MARIA, N. 64, CASA 2 ;94.623,38;180.000,00;47.44;Não;Casa, 0.00 de área total, 51.85 de área privativa, 129.60 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427221553
 8444422661776 ;RJ ;MAGE ;PRAIA DE OLARIA (GUIA DE PACOBAIBA) ;RUA DAS AMENDOEIRAS, N. 504, LT 1F  QD 30 ;87.789,47;167.000,00;47.44;Não;Casa, 0.00 de área total, 51.85 de área privativa, 133.00 de área do terreno,  2 qto(s), WC, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422661776
 8444417761946 ;RJ ;MAGE ;GUIA DE PACOBAIBA ;RUA OITENTA, N. 137, LT 29B QD 222 ;75.905,91;143.000,00;46.92;Não;Casa, 0.00 de área total, 68.85 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417761946
 8444429748745 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA DONA MARIA, N. 12, CASA 01 LT 3A QD 01 ;125.577,21;235.000,00;46.57;Não;Casa, 0.00 de área total, 53.48 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429748745
 8444426750579 ;RJ ;MAGE ;CIDADE HORACIO (VILA INHOMIRIM) ;RUA MARIA FERREIRA, N. S/N, CASA 03 LOTE A02 ;111.149,19;208.000,00;46.57;Não;Casa, 0.00 de área total, 51.00 de área privativa, 61.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426750579
 8555503624716 ;RJ ;MAGE ;PRAIA DE MAUA ;RUA TEREZA MOREN ANTIGA RUA 56, N. 121, LT 09 QG 134 ;87.362,40;163.000,00;46.41;Não;Casa, 0.00 de área total, 120.40 de área privativa, 360.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503624716
 8444411268423 ;RJ ;MAGE ;MAUA ;ESTRADA SAO FRANCISCO, N. 30, LT 210D QD 37 ;111.739,45;208.000,00;46.28;Não;Casa, 0.00 de área total, 51.85 de área privativa, 131.75 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411268423
 8444426470606 ;RJ ;MAGE ;JARDIM DA PAZ GUIA D ;RUA 18, N. 657, CS 01 LT 12A QD 24 LOT JARDIM DA PAZ ;103.681,32;193.000,00;46.28;Não;Casa, 0.00 de área total, 49.16 de área privativa, 84.44 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426470606
 8555528260750 ;RJ ;MAGE ;CENTRO ; ESTRADA ANTÔNIO ALEM BERGARA, N. SN, Apto 166, ;92.204,60;171.516,14;46.25;Não;Apartamento, 0.00 de área total, 51.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528260750
 8444408824884 ;RJ ;MAGE ;PRAIA DE MAUA ;RUA VENEZA, N. 2271, Apto A, LOTE 28  QUADRA 69 ;45.248,96;84.000,00;46.14;Não;Apartamento, 0.00 de área total, 39.20 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408824884
 8555525196245 ;RJ ;MAGE ;CACHOEIRA GRANDE (RIO DO OURO) ;ESTRADA MUNICIP ANTONIO ALEM BERGARA, N. 959, Apto 403, BL 11 ;82.261,67;151.000,00;45.53;Não;Apartamento, 0.00 de área total, 42.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525196245
 8444410400859 ;RJ ;MAGE ;CENTRO ;RUA DOUTOR DOMINGOS BELIZZE, N. 668, CS 3, LT 11, QD 16 ;111.074,53;202.989,44;45.29;Não;Casa, 0.00 de área total, 76.95 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410400859
 1021130007070 ;RJ ;MAGE ;SAO FRANCISCO DO CRUARA (GUIA DE PACOBAI ;ESTRADA SAO FRANCISCO, N. 764, QD 63 LT 05 ;101.530,50;185.000,00;45.12;Não;Casa, 0.00 de área total, 198.24 de área privativa, 849.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1021130007070
 8555524279686 ;RJ ;MAGE ;CACHOEIRA GRANDE (RIO DO OURO) ;ESTRADA ANTONIO ALEM BERGARA, N. SN, Apto 101, BL 11, TIPO 4 ;87.173,75;158.000,00;44.83;Não;Apartamento, 0.00 de área total, 45.76 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524279686
 1555534455837 ;RJ ;MAGE ;JARDIM DA PAZ GUIA D ;RUA CINQUENTA E CINCO N 156 11808, N. 156, CS ;134.235,00;242.000,00;44.54;Não;Casa, 0.00 de área total, 238.32 de área privativa, 360.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555534455837
 1444410088679 ;RJ ;MAGE ;NOVA MARILIA ;RUA DEZESSETE, N. 550, LT 09, QD 52 ;205.215,20;368.000,00;44.24;Não;Casa, 0.00 de área total, 70.00 de área privativa, 1000.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444410088679
 8444423100492 ;RJ ;MAGE ;PRAIA DE OLARIA (GUIA DE PACOBAIBA) ;RUA DAS AMENDOEIRAS, N. 501, CS H, LT 01-H, QD 30, ACESSO SERV RUA ;88.478,10;155.000,00;42.92;Não;Casa, 51.85 de área total, 51.85 de área privativa, 133.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423100492
 8555523972078 ;RJ ;MAGE ;MAGE ;ESTRADA ANTONIO ALEM BERGARA, N. SN, Apto 403, BL 07 ;65.921,81;115.000,00;42.68;Não;Apartamento, 42.39 de área total, 42.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523972078
 1444416534042 ;RJ ;MAGE ;PARQUE BONEVILLE ;RUA SENHOR DO BONFIM, N. 185, Apto ., LT 19, QD E ;485.731,74;845.000,00;42.52;Sim;Casa, 0.00 de área total, 326.20 de área privativa, 874.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416534042
 8444426565720 ;RJ ;MAGE ;CIDADE HORACIO (VILA INHOMIRIM) ;RUA MARIA FERREIRA, N. 31, CS 12 ;102.267,00;177.000,00;42.23;Não;Casa, 69.00 de área total, 51.00 de área privativa, 112.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426565720
 8555533863468 ;RJ ;MAGE ;CENTRO ; ESTRADA ANTONIO ALEM BERGARA, N. SN, Apto 204, BL 09 ;101.333,68;171.000,00;40.75;Não;Apartamento, 42.39 de área total, 42.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533863468
 8555524404219 ;RJ ;MAGE ;CACHOEIRA GRANDE (RIO DO OURO) ;ESTRADA MUNICIP ANTONIO ALEM BERGARA, N. 959, Apto 102, BL 07 ;92.348,05;155.836,80;40.75;Não;Apartamento, 45.76 de área total, 45.76 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524404219
 8555534216954 ;RJ ;MAGE ;PIABETA (INHOMIRIM) ; ESTRADA ANTONIO ALEM BERGARA, N. 959, CASA 168 LT 4 ;92.155,53;155.511,93;40.75;Não;Casa, 51.00 de área total, 51.00 de área privativa, 51.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534216954
 8555537939388 ;RJ ;MAGE ;PIABETA (INHOMIRIM) ;ESTRADA ANTONIO ALEM BERGARA, N. 959, CS 231 ;105.304,06;177.700,00;40.75;Não;Casa, 51.37 de área total, 51.37 de área privativa, 51.37 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537939388
 8555538499403 ;RJ ;MAGE ;PIABETA (INHOMIRIM) ;ESTRADA MUNICIP ANTONIO ALEM BERGARA, N. 243, LT 04 ;117.497,98;194.400,00;39.56;Não;Casa, 95.00 de área total, 95.00 de área privativa, 53.23 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538499403
 1444410466738 ;RJ ;MAGE ;NOVA MARILIA ;RUA DEZESSETE, N. SN, LT 08 QD 52 ;196.770,79;325.000,00;39.46;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444410466738
 8132770008478 ;RJ ;MAGE ;PRAIA DE OLARIA (GUIA DE PACOBAIBA) ;ESTRADA DA COVANCA, N. 455, LT 25 QD 39 ;48.473,63;80.000,00;39.41;Não;Casa, 69.00 de área total, 69.00 de área privativa, 750.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8132770008478
 1444404953347 ;RJ ;MAGE ;BNH ;RUA DIRON TORRES PAIVA, N. 33, LT06 ;102.522,33;166.000,00;38.24;Não;Casa, 69.70 de área total, 69.70 de área privativa, 90.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404953347
 1555517982808 ;RJ ;MAGE ;PARQUE BONEVILLE ;RUA PANAMA, N. 301, LT 22 23 24 25 26 QD N ;490.891,34;790.000,00;37.87;Sim;Casa, 283.40 de área total, 283.40 de área privativa, 9885.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555517982808
 8555534533097 ;RJ ;MAGE ;CACHOEIRA GRANDE (RIO DO OURO) ; ESTRADA DA CACHOEIRA, N. 71, Apto 404, RESIDENCIAL BELLA VISTA ;134.395,85;175.000,00;23.21;Não;Apartamento, 41.45 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534533097
 8444423823664 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA NOVENTA E CINCO, N. 349, CS A, QD 243 LT 32A ;165.000,00;165.000,00;0.00;Não;Casa, 54.66 de área total, 54.66 de área privativa, 130.68 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423823664
 1444415700771 ;RJ ;MAGE ;PIABETA (INHOMIRIM) ;ESTR ANTONIO ALEM BERGARA, N. 97, CS ;175.000,00;175.000,00;0.00;Não;Casa, 51.37 de área total, 51.37 de área privativa, 92.24 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415700771
 8444419737600 ;RJ ;MAGE ;PIABETA (INHOMIRIM) ;ESTRADA MUNICIP ANTONIO ALEM BERGARA, N. 959, CS 159 ;270.000,00;270.000,00;0.00;Sim;Casa, 0.00 de área total, 51.37 de área privativa, 95.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419737600
 8444436987385 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA DONA MARIA, N. 12, CS 03, LT 03A, QD 01 ;228.276,50;221.000,00;0.00;Não;Casa, 53.48 de área total, 53.48 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436987385
 8444410433382 ;RJ ;MAGE ;IPIRANGA (GUIA DE PACOBAIBA) ;RUA A, N. 668, CS 01 QD 16 LT 11 ;125.657,69;117.000,00;0.00;Não;Casa, 76.95 de área total, 76.95 de área privativa, 76.95 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410433382
